"ogrn","inn","kpp","full_name","name","okved"
"1177746042198","7743189969","774301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""","ООО ""ИНФОТЕХ""","61.10"
"1197746695310","7719499455","771901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРИЗЛИНК""","ООО ""БРИЗЛИНК""","61.10"
"1197746695794","9705139223","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПОЛИС""","ООО ""ТЕХНОПОЛИС""","61.10"
"1197746702350","7727434395","772701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИБЕРТЕРРА""","ООО ""КИБЕРТЕРРА""","61.90"
"1197746704088","9723095025","772301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВИТАТЕЛЕКОМ""","ООО ""НОВИТАТЕЛЕКОМ""","61.10"
"1116501004289","6501239369","650101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИАНТ""","ООО ""РАДИАНТ""","61.10.1"
"1120256000435","0256022765","025601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА +""","ООО ""ВЕСТА+""","61.1"
"1120256000446","0256022772","025601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОБИС""","ООО ""МОБИС""","61.1"
"1022401784514","2466097626","540701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИНС""","ООО ""ЛИНС""","61.10.1"
"1096625000768","6625052162","668401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИНТЕР""","ООО ""ВИНТЕР""","61.1"
"1096625002550","6625053938","662501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЮРПРИЗ""","ООО ""СЮРПРИЗ""","61.10.4"
"1096629000478","6629024021","662901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЦ""","ООО ""РИЦ""","61.10"
"1096629001314","6629024913","668201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНВЕКС-НОВОУРАЛЬСК""","ООО ""КОНВЕКС-НОВОУРАЛЬСК""","61.10"
"1096629001336","6629024938","668201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРИНЕТ""","ООО ""ФРИНЕТ""","61.10"
"1136680000456","6680002204","668001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРАБАЙТ ТЕЛЕКОМ""","ООО ""ТЕРАБАЙТ ТЕЛЕКОМ""","61.10"
"1136680001644","6680002821","668001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНЕРГИЯ""","ООО ""СИНЕРГИЯ""","61.10"
"1136681001709","6681003232","668101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛАРУС""","ООО ""БЕЛАРУС""","61.10"
"1136681001940","6681003472","668101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОКОМ""","ООО ""ИНФОКОМ""","61.10.4"
"1136682000180","6682002390","668201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНАЙТЕД""","ООО ""ЮНАЙТЕД""","61.10"
"1197746412962","7724481171","772401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТЛАЙН""","ООО ""СОФТЛАЙН""","61.10"
"1197746416713","7707431678","770101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ АВТО""","ООО ""ГАРАНТ АВТО""","61.20"
"1197746416933","7703477939","770301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-ЛИНК""","ООО ""А-ЛИНК""","61.10"
"1197746417538","7724481358","772401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ ЛАЙН""","ООО ""СМАРТ ЛАЙН""","61.10"
"1071690056866","1659075730","165901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНОЕ СУДОХОДНОЕ АГЕНТСТВО""","ООО ""РЕГИОНАЛЬНОЕ СУДОХОДНОЕ АГЕНТСТВО""","61.20.2"
"1060411074855","0411129089","041101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛ ТЕЛЕКОМ""","ООО ""ЭЛ ТЕЛЕКОМ""","61.1"
"1026301983773","6321101153","632101001","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОЛЬЯТТИ ТЕЛЕКОМ""","АО ""ТОЛЬЯТТИ ТЕЛЕКОМ""","61.10"
"1051622131648","1655098567","165501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМА-ТРАНС""","ООО ""КАМА-ТРАНС""","61.20.2"
"1051622134300","1655098937","165501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПУТНИК""","ООО ""СПУТНИК""","61.1"
"1051627035570","1656032015","165601001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНТЕЛЛЕКТУАЛЬНЫЕ КОММУНИКАЦИИ""","ЗАО ""ИНКОМ""","61.10.4"
"1122204001237","2204058436","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛКОМ ТВ""","ООО ""ИНТЕЛКОМ ТВ""","61.10"
"1122204001700","2204058450","220401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОКОМ""","ООО ""ИНФОКОМ""","61.10"
"1025601721496","5611022720","561101001","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНЖЕНЕРНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ И ВООРУЖЕНИЯ УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""","ФКУ ЦИТОВ УФСИН РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ","61.10"
"1025601806691","5612024920","561201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРЕНБУРГАГРОСВЯЗЬ""","ООО ""ОРЕНБУРГАГРОСВЯЗЬ""","61.10.1"
"1127847508381","7802802820","780201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛУЖБА ПОДДЕРЖКИ""","ООО ""СЛУЖБА ПОДДЕРЖКИ""","61.1"
"1127847512430","7811532390","781101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД""","ООО ""ВОСХОД""","61.10.4"
"1105050008360","5050088384","505001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОКОЛ СВЯЗЬ""","ООО ""СОКОЛ СВЯЗЬ""","61.1"
"1105074000877","5036103746","503601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАРЦ ТЕЛЕКОМ""","ООО ""КВАРЦ ТЕЛЕКОМ""","61.10"
"1036300891330","6319002162","631901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИТЕЖ""","ООО ""КИТЕЖ""","61.1"
"1116316004903","6316165426","631601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С.А.Д.""","ООО ""С.А.Д.""","61.10.1"
"1116316007972","6316168392","631601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФФЕКТИВНОСТЬ. РЕШЕНИЕ. РЕЗУЛЬТАТ""","ООО ""ЭРР""","61.10.9"
"1116317001195","6314034594","631401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОХОДНАЯ КОМПАНИЯ ИН ФЛОТ""","ООО ""СК ИН ФЛОТ""","61.20.2"
"1116317001481","6317086135","631901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСИМПЕКС""","ООО ""ТРАНСИМПЕКС""","61.1"
"1127847056468","7840464498","780601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКАЙТЕЛ""","ООО ""СКАЙТЕЛ""","61.1"
"1127847062540","7840464674","784101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТОР""","ООО ""ЛЕНТОР""","61.1"
"1127847064707","7810856875","781001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ СИСТЕМЫ СВЯЗИ""","ООО ""ИННОВАЦИОННЫЕ СИСТЕМЫ СВЯЗИ""","61.1"
"1067746539321","7725568724","772501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЙ ДОМ""","ООО ""НОВЫЙ ДОМ""","61.10"
"1067746541697","7725568763","772501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКА ИНВЕСТ""","ООО ""ОКА ИНВЕСТ""","61.10"
"1053903348036","3906146653","772301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТСТРОЙСЕРВИС""","ООО ""ИНВЕСТСТРОЙСЕРВИС""","61.10.1"
"1053905500880","3911002720","391101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИТЕЛ""","ООО ""ЮНИТЕЛ""","61.10"
"1112509000174","2524134703","252401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАДЬЯ-ТЕЛЕМАТИКА""","ООО ""ЛАДЬЯ-ТЕЛЕМАТИКА""","61.10"
"1157746261090","7709453331","770901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Б.Н. КОММУНИКАЦИИ""","ООО ""А.Б.Н. КОММУНИКАЦИИ""","61.10"
"1157746263487","7734350160","770301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ДОМОКОМ""","ООО ""КОМПАНИЯ ""ДОМОКОМ""","61.10"
"1097746535138","7717658332","771401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ТЕЛЕКОМ""","ООО ""ИНВЕСТ ТЕЛЕКОМ""","61.1"
"1097746538152","7705897061","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕБО""","ООО ""НЕБО""","61.1"
"1097746541551","7714788703","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМТРЕЙД ПЛЮС""","ООО ""СИМТРЕЙД ПЛЮС""","61.10"
"1057748303161","7707561290","770201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕЙ ТЕКНОЛОДЖИ""","ООО ""ВЕЙ ТЕКНОЛОДЖИ""","61.10.9"
"1057748304734","7710600380","773001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭДВАНСЕД КОММЬЮНИКЕЙШНС ЭНД МЕДИА""","ООО ""ЭДВАНСЕД КОММЬЮНИКЕЙШНС ЭНД МЕДИА""","61.10.1"
"1057748318363","7710600485","771001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙ СИ ТЕЛЕКОМ""","ООО ""АЙ СИ ТЕЛЕКОМ""","61.10.1"
"1057748331926","7708575182","772701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПУТНИК""","ООО ""СПУТНИК""","61.1"
"1037706035806","7706305215","771401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МС""","ООО""МС""","61.10"
"1037706038765","7706305286","770601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕГИОНКОМ""","ООО ""ЛЕГИОНКОМ""","61.10"
"1027600692657","7604057010","760401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПЬЮТЕРНЫЙ КЛУБ ""НЭТ-ЗОН""","ООО КОМПЬЮТЕРНЫЙ КЛУБ ""НЭТ-ЗОН""","61.10.4"
"1027600696595","7604055559","760601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧИП""","ООО ""ЧИП""","61.1"
"1122225001095","2225127779","222501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТАЙТЕХНОИНВЕСТ""","ООО ""АЛТАЙТЕХНОИНВЕСТ""","61.10"
"1122225005627","2221197729","222101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБСКОЙ ГРУЗОВОЙ ФЛОТ""","ООО ""ОБСКОЙ ГРУЗОВОЙ ФЛОТ""","61.2"
"1025402487648","0411017561","540601001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОСТОЧНЫЙ ЭКСПРЕСС""","ЗАО ""ВОСТОЧНЫЙ ЭКСПРЕСС""","61.10"
"1047796386472","7701540416","770101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ НВ""","ООО ""ТЕХНОЛОГИИ НВ""","61.10"
"1047796386692","7715523146","771501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРИГАНТИНА""","ООО ""БРИГАНТИНА""","61.1"
"1027739498126","7743001960","771801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОСС ТЕЛ""","ООО ""КРОСС ТЕЛ""","61.10"
"1027739500800","7720238313","463301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНСЕТЬ""","ООО ""РЕГИОНСЕТЬ""","61.10"
"1027739502361","7707244004","772601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС-КОММЮНИКЭЙШН""","ООО ""СЕРВИС-КОММЮНИКЭЙШН""","61.10.1"
"1105911000799","5911062064","591101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОФОН СЕРВИС""","ООО ""ДОМОФОН СЕРВИС""","61.10"
"1105911000964","5911062240","591101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГНИТ""","ООО ""МАГНИТ""","61.10.4"
"1027739144960","7730083203","773101001","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗОНД-ХОЛДИНГ""","АО ""ЗОНД-ХОЛДИНГ""","61.10"
"1027739146038","7721211057","500301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТУНА ТОРГ""","ООО ""ФОРТУНА ТОРГ""","61.10"
"1062901001547","2901143992","290101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКИЕ ТРАНСПОРТНЫЕ ЛИНИИ""","ООО ""МТЛ""","61.1"
"1062901006079","2901144876","290101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМОБИЛЬНАЯ РЕЧНАЯ МОРСКАЯ ТРАНСПОРТИРОВКА ГРУЗОВ""","ООО ""АВТОРЕЧМОРТРАНС""","61.20.2"
"1062901053753","2926008226","292601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОХОДНО-ТРАНСПОРТНАЯ КОМПАНИЯ ""СЕВЕРМОРПУТЬ""","ООО ""СУДОХОДНО-ТРАНСПОРТНАЯ КОМПАНИЯ ""СЕВЕРМОРПУТЬ""","61.10.2"
"1062901057636","2901150407","290101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛОМОРСКАЯ ТРАНСПОРТНАЯ ЭКСПЕДИЦИОННАЯ КОМПАНИЯ""","ООО ""БЕЛТЭК""","61.10.2"
"1091101000539","1101070535","110101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДМЕН""","ООО ""НОРДМЕН""","61.10"
"1091101002431","1101071867","110101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВО-ФИНАНСОВЫЙ АЛЬЯНС""","ООО ""ТОРГОВО-ФИНАНСОВЫЙ АЛЬЯНС""","61.10.1"
"1022800515891","2801010340","280101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИО Э.С.""","ООО ""РАДИО Э.С.""","61.10.1"
"1022800515968","2801077432","280101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМУР-СТ""","ООО ""АМУР-СТ""","61.20.2"
"1022303384322","2323019500","232301001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНАЯ ТЕЛЕФОННАЯ КОМПАНИЯ""","ЗАО ""ЮТК""","61.10"
"1022303446626","2325014183","232501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""СВЯЗЬ-ЦЕНТР""","ООО ФИРМА ""СВЯЗЬ-ЦЕНТР""","61.10.1"
"1022303450234","2325012429","232501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА "" АКВАВИТА ""","ООО ФИРМА "" АКВАВИТА ""","61.10.9"
"1037835068336","7816227513","781601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭДИСОН ЛТД.""","ООО ""ЭДИСОН ЛТД.""","61.1"
"5147746130153","7708821783","770801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРИРОВАННЫЕ СИСТЕМЫ СВЯЗИ""","ООО ""ИНТЕГРИРОВАННЫЕ СИСТЕМЫ СВЯЗИ""","61.10"
"5147746134157","7704874777","770401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОБЛНЕТ""","ООО ""МОБЛНЕТ""","61.10.1"
"1151901005200","1901127847","190101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГА ТВ""","ООО ""МЕГА ТВ""","61.10.5"
"1151903000193","1910013324","191001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИДЕОЛИНК""","ООО ""ВИДЕОЛИНК""","61.10"
"1152036001501","2010006735","201401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРСЕРВИС""","ООО ""МС""","61.10"
"1152036004053","2031000780","203101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНЫЙ ЦЕНТР ПРОЦЕССИНГА И БИЛЛИНГА""","ООО ""ЕЦПИБ""","61.10"
"1152036004064","2031000773","203101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТА ТЕЛЕКОМ""","ООО ""ДЕЛЬТА ТЕЛЕКОМ""","61.10"
"1152036004570","2031000847","203101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕЧЕНСКАЯ СОТОВАЯ СВЯЗЬ""","ООО ""ЧСС""","61.10.1"
"1152036005351","2010006982","201001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАДЕЖДА""","ООО ""НАДЕЖДА""","61.10"
"1152036005516","2013004655","201301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-ТОРГ""","ООО ""АЛЬФА-ТОРГ""","61.10"
"1185958000997","5906151449","590601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПУТНИК24""","ООО ""СПУТНИК24""","61.20"
"1185958001350","5903136273","590301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМАГЛОНАСС""","ООО ""АМАГЛОНАСС""","61.90"
"1067746967375","7728590566","772801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЙ ИНТЕРНЕТ ТЕЛЕФОН""","ООО ""МОЙ ИНТЕРНЕТ ТЕЛЕФОН""","61.1"
"1067746969377","7710638601","771001001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗЕВС-МУЛЬТИМЕДИА""","ЗАО ""ЗЕВС-МУЛЬТИМЕДИА""","61.1"
"1067746970675","7715611402","771501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСС. ДЖИ ПИ ЭС""","ООО ""РУСС. ДЖИ ПИ ЭС""","61.10"
"1067746970830","7708607444","770801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБ СТЕЙШН""","ООО ""ВЕБ СТЕЙШН""","61.1"
"1067746975218","7702613635","770201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИФОН""","ООО ""МАКСИФОН""","61.1"
"1067746975647","7727584545","772701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БК - ТЕЛЕКОМ""","ООО ""БК - ТЕЛЕКОМ""","61.1"
"1207700089684","7714458783","771401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОСКАН""","ООО ""РАДИОСКАН""","61.20"
"1147746424913","7717782072","771701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕСИНТЕЛ""","ООО ""БИЗНЕСИНТЕЛ""","61.10"
"1147746425705","7721830040","772101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИАРА""","ООО ""ТИАРА""","61.10"
"1147746426409","7704862034","770401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРИМ""","ООО ""СТРИМ""","61.10.1"
"1147746427784","7714933598","774301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСФОН""","ООО ""РУСФОН""","61.10"
"1147746433911","7736674481","770301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КМ-ТЕЛЕКОМ""","ООО ""КМ-ТЕЛЕКОМ""","61.10"
"1147746435418","7743924037","774301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ СЕТЬ""","ООО ""ГЛОБАЛ СЕТЬ""","61.10"
"1107746416029","7743780875","774301001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИСТАР""","ЗАО ""ЮНИСТАР""","61.10"
"1107746418372","7743780963","774301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИИСЛИНК-КОРПОРАЦИЯ""","ООО ""МИИСЛИНК-КОРПОРАЦИЯ""","61.10"
"1107746419901","7743781068","774301001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАРТЕЛ""","ЗАО ""СТАРТЕЛ""","61.10"
"1107746424235","7708721330","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ МАГИСТРАЛИ""","ООО ""ЦИФРОВЫЕ МАГИСТРАЛИ""","61.1"
"1052329059826","2352036725","235201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСМЕТЭКСПОРТ""","ООО ""РОСМЕТЭКСПОРТ""","61.1"
"1052329060981","2352036820","235201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛЬФ""","ООО ""ИЛЬФ""","61.1"
"1052329066855","2352037310","235201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕМРЮКСКАЯ СТИВИДОРНАЯ КОМПАНИЯ""","ООО ""ТЕМРЮКСКАЯ СТИВИДОРНАЯ КОМПАНИЯ""","61.1"
"1145958064878","5904649133","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХПРОЕКТ""","ООО ""ТЕХПРОЕКТ""","61.10"
"1145958065120","5904649180","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВТОРСИНТЕЗ""","ООО ""ВТОРСИНТЕЗ""","61.10"
"1145958065857","5904649415","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКБ ТЕХНОЛОГИЯ""","ООО ""СКБ ТЕХНОЛОГИЯ""","61.10"
